EventID,DeviceID,EventTimestamp,DeviceType,EventType,Severity,Status,Region,City,Province,ErrorCode,Description
EVT-000308,AP-VAN-048,2026-03-02 02:13:29,Access Point,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000298,SWT-CAL-045,2026-03-02 02:45:22,Network Switch,PacketLoss,Warning,Open,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000246,GTW-VAN-027,2026-03-02 16:27:55,Network Gateway,PerformanceDegradation,High,Closed,Western,Vancouver,British Columbia,PERF-201,Network performance degradation detected
EVT-000335,AP-QUE-013,2026-03-03 06:46:59,Access Point,ConnectivityLoss,High,Open,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000415,GTW-CAL-050,2026-03-03 13:31:01,Network Gateway,ServiceInterruption,High,Closed,Western,Calgary,Alberta,SVC-503,Network service interruption detected
EVT-000317,RTR-FRE-006,2026-03-03 21:10:44,Router,HighLatency,Warning,Open,Atlantic,Fredericton,New Brunswick,LAT-408,Network latency exceeded operational threshold
EVT-000164,RTR-QUE-031,2026-03-04 08:14:23,Router,HighLatency,High,Resolved,Eastern,Quebec City,Quebec,LAT-408,Network latency exceeded operational threshold
EVT-000289,SWT-CAL-036,2026-03-04 10:25:23,Network Switch,ConnectivityLoss,Critical,Investigating,Western,Calgary,Alberta,NET-503,Device connectivity interrupted
EVT-000410,SWT-QUE-009,2026-03-05 02:50:26,Network Switch,Maintenance,Informational,Closed,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000343,WLS-OTT-019,2026-03-05 16:13:03,Wireless Infrastructure,HighLatency,Warning,Open,Eastern,Ottawa,Ontario,LAT-408,Network latency exceeded operational threshold
EVT-000294,WLS-FRE-022,2026-03-06 00:28:13,Wireless Infrastructure,ConnectivityLoss,Critical,Open,Atlantic,Fredericton,New Brunswick,NET-503,Device connectivity interrupted
EVT-000107,RTR-CAL-021,2026-03-07 12:51:59,Router,ConfigurationChange,Warning,Resolved,Western,Calgary,Alberta,CFG-101,Network device configuration was changed
EVT-000379,GTW-VAN-027,2026-03-08 01:24:44,Network Gateway,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000142,WLS-OTT-019,2026-03-08 03:48:17,Wireless Infrastructure,DeviceRecovery,Informational,Closed,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000456,AP-FRE-014,2026-03-08 21:37:15,Access Point,PerformanceDegradation,Warning,Closed,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000330,AP-VAN-048,2026-03-08 22:53:45,Access Point,ConnectivityLoss,Critical,Open,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000369,RTR-HAL-011,2026-03-09 04:35:03,Router,HardwareFailure,Critical,Investigating,Atlantic,Halifax,Nova Scotia,HW-500,Hardware component failure detected
EVT-000065,RTR-QUE-031,2026-03-09 21:31:34,Router,ConfigurationChange,Informational,Closed,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000109,RTR-FRE-006,2026-03-09 22:56:00,Router,DeviceRecovery,Informational,Resolved,Atlantic,Fredericton,New Brunswick,REC-200,Network device recovered and returned to service
EVT-000345,RTR-QUE-046,2026-03-10 06:19:39,Router,PacketLoss,Warning,Closed,Eastern,Quebec City,Quebec,PKT-429,Elevated packet loss detected
EVT-000412,SWT-OTT-030,2026-03-10 19:05:49,Network Switch,Maintenance,Informational,Closed,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000126,RTR-CAL-021,2026-03-10 21:36:15,Router,HardwareFailure,Critical,Investigating,Western,Calgary,Alberta,HW-500,Hardware component failure detected
EVT-000337,WLS-VAN-017,2026-03-11 07:37:12,Wireless Infrastructure,ConnectivityLoss,High,Resolved,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000233,AP-VAN-043,2026-03-11 13:31:48,Access Point,ConnectivityLoss,High,Open,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000488,SWT-WIN-042,2026-03-11 20:03:55,Network Switch,HighLatency,High,Resolved,Central,Winnipeg,Manitoba,LAT-408,Network latency exceeded operational threshold
EVT-000119,GTW-VAN-027,2026-03-12 07:55:06,Network Gateway,DeviceRecovery,Informational,Closed,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000301,SRV-FRE-028,2026-03-12 09:49:39,Service Infrastructure,Maintenance,Informational,Open,Atlantic,Fredericton,New Brunswick,MNT-100,Scheduled network maintenance activity
EVT-000347,GTW-QUE-041,2026-03-12 13:09:09,Network Gateway,ConnectivityLoss,High,Closed,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000292,SWT-EDM-016,2026-03-12 15:53:14,Network Switch,DeviceRecovery,Informational,Resolved,Western,Edmonton,Alberta,REC-200,Network device recovered and returned to service
EVT-000402,WLS-QUE-037,2026-03-13 12:40:18,Wireless Infrastructure,ServiceInterruption,Critical,Open,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000260,GTW-VAN-027,2026-03-13 20:34:20,Network Gateway,DeviceRecovery,Informational,Resolved,Western,Vancouver,British Columbia,REC-200,Network device recovered and returned to service
EVT-000490,RTR-CAL-047,2026-03-13 23:36:36,Router,DeviceRecovery,Informational,Resolved,Western,Calgary,Alberta,REC-200,Network device recovered and returned to service
EVT-000351,SWT-QUE-003,2026-03-14 05:42:28,Network Switch,HardwareFailure,Critical,Resolved,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000011,GTW-QUE-041,2026-03-14 14:33:53,Network Gateway,ServiceInterruption,High,Investigating,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000259,AP-VAN-048,2026-03-15 01:11:34,Access Point,ConnectivityLoss,High,Investigating,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000106,SWT-OTT-030,2026-03-15 14:45:07,Network Switch,HardwareFailure,High,Resolved,Eastern,Ottawa,Ontario,HW-500,Hardware component failure detected
EVT-000463,SWT-OTT-030,2026-03-15 15:33:23,Network Switch,Maintenance,Informational,Closed,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000493,GTW-FRE-010,2026-03-15 18:10:53,Network Gateway,ConfigurationChange,Warning,Investigating,Atlantic,Fredericton,New Brunswick,CFG-101,Network device configuration was changed
EVT-000006,SRV-HAL-044,2026-03-16 02:28:29,Service Infrastructure,PacketLoss,Warning,Closed,Atlantic,Halifax,Nova Scotia,PKT-429,Elevated packet loss detected
EVT-000439,RTR-CAL-021,2026-03-16 11:35:10,Router,ConfigurationChange,Informational,Resolved,Western,Calgary,Alberta,CFG-101,Network device configuration was changed
EVT-000316,SWT-OTT-004,2026-03-16 23:39:52,Network Switch,PacketLoss,High,Investigating,Eastern,Ottawa,Ontario,PKT-429,Elevated packet loss detected
EVT-000102,SWT-QUE-018,2026-03-17 12:12:21,Network Switch,PacketLoss,High,Open,Eastern,Quebec City,Quebec,PKT-429,Elevated packet loss detected
EVT-000043,AP-VAN-043,2026-03-18 20:29:44,Access Point,HighLatency,Warning,Resolved,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000270,RTR-QUE-046,2026-03-19 02:29:08,Router,ConfigurationChange,Warning,Open,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000352,WLS-FRE-029,2026-03-19 06:58:23,Wireless Infrastructure,PerformanceDegradation,Warning,Resolved,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000245,WLS-TOR-015,2026-03-19 10:13:02,Wireless Infrastructure,PacketLoss,High,Closed,Central,Toronto,Ontario,PKT-429,Elevated packet loss detected
EVT-000086,GTW-QUE-041,2026-03-19 14:31:02,Network Gateway,ConfigurationChange,Warning,Closed,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000392,SRV-WIN-024,2026-03-19 18:50:44,Service Infrastructure,PacketLoss,High,Open,Central,Winnipeg,Manitoba,PKT-429,Elevated packet loss detected
EVT-000437,SRV-FRE-028,2026-03-19 20:01:05,Service Infrastructure,Maintenance,Informational,Open,Atlantic,Fredericton,New Brunswick,MNT-100,Scheduled network maintenance activity
EVT-000468,SRV-HAL-044,2026-03-20 02:41:32,Service Infrastructure,ConnectivityLoss,High,Open,Atlantic,Halifax,Nova Scotia,NET-503,Device connectivity interrupted
EVT-000027,RTR-CAL-047,2026-03-20 04:21:04,Router,ConnectivityLoss,High,Open,Western,Calgary,Alberta,NET-503,Device connectivity interrupted
EVT-000040,SWT-HAL-012,2026-03-20 09:43:49,Network Switch,PerformanceDegradation,Warning,Investigating,Atlantic,Halifax,Nova Scotia,PERF-201,Network performance degradation detected
EVT-000273,GTW-QUE-041,2026-03-20 15:35:14,Network Gateway,PacketLoss,High,Open,Eastern,Quebec City,Quebec,PKT-429,Elevated packet loss detected
EVT-000078,GTW-VAN-027,2026-03-20 20:26:50,Network Gateway,PacketLoss,Warning,Resolved,Western,Vancouver,British Columbia,PKT-429,Elevated packet loss detected
EVT-000425,GTW-CAL-050,2026-03-21 00:19:34,Network Gateway,HardwareFailure,High,Investigating,Western,Calgary,Alberta,HW-500,Hardware component failure detected
EVT-000076,RTR-EDM-020,2026-03-21 07:14:56,Router,Maintenance,Informational,Closed,Western,Edmonton,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000306,SWT-HAL-012,2026-03-21 18:44:23,Network Switch,HardwareFailure,Critical,Open,Atlantic,Halifax,Nova Scotia,HW-500,Hardware component failure detected
EVT-000165,AP-VAN-043,2026-03-21 22:24:18,Access Point,PerformanceDegradation,Warning,Resolved,Western,Vancouver,British Columbia,PERF-201,Network performance degradation detected
EVT-000498,SWT-QUE-003,2026-03-22 01:53:13,Network Switch,PerformanceDegradation,Warning,Open,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000263,AP-VAN-043,2026-03-22 10:14:10,Access Point,PacketLoss,High,Closed,Western,Vancouver,British Columbia,PKT-429,Elevated packet loss detected
EVT-000315,WLS-TOR-015,2026-03-22 13:33:35,Wireless Infrastructure,DeviceRecovery,Informational,Resolved,Central,Toronto,Ontario,REC-200,Network device recovered and returned to service
EVT-000097,GTW-VAN-027,2026-03-22 17:38:54,Network Gateway,PacketLoss,High,Closed,Western,Vancouver,British Columbia,PKT-429,Elevated packet loss detected
EVT-000445,RTR-QUE-031,2026-03-22 17:58:51,Router,HardwareFailure,Critical,Resolved,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000041,RTR-OTT-008,2026-03-23 09:43:46,Router,ConfigurationChange,Informational,Open,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000029,AP-QUE-013,2026-03-23 22:06:39,Access Point,Maintenance,Informational,Open,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000035,GTW-OTT-025,2026-03-24 03:21:27,Network Gateway,ServiceInterruption,Critical,Resolved,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000154,SRV-HAL-044,2026-03-24 13:17:28,Service Infrastructure,ConfigurationChange,Warning,Investigating,Atlantic,Halifax,Nova Scotia,CFG-101,Network device configuration was changed
EVT-000132,AP-VAN-043,2026-03-24 14:59:29,Access Point,HighLatency,High,Resolved,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000239,RTR-VAN-002,2026-03-24 18:34:44,Router,ConnectivityLoss,Critical,Closed,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000325,WLS-QUE-037,2026-03-25 08:23:53,Wireless Infrastructure,ConfigurationChange,Informational,Resolved,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000264,SWT-QUE-018,2026-03-25 11:32:33,Network Switch,ConfigurationChange,Informational,Resolved,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000196,SWT-OTT-004,2026-03-25 15:08:45,Network Switch,ServiceInterruption,Critical,Resolved,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000074,SRV-FRE-028,2026-03-25 17:59:29,Service Infrastructure,ConnectivityLoss,High,Resolved,Atlantic,Fredericton,New Brunswick,NET-503,Device connectivity interrupted
EVT-000367,GTW-CAL-050,2026-03-26 00:08:50,Network Gateway,Maintenance,Informational,Open,Western,Calgary,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000193,GTW-QUE-041,2026-03-26 06:27:13,Network Gateway,ServiceInterruption,High,Open,Eastern,Quebec City,Quebec,SVC-503,Network service interruption detected
EVT-000071,SRV-OTT-039,2026-03-26 17:44:34,Service Infrastructure,PacketLoss,High,Resolved,Eastern,Ottawa,Ontario,PKT-429,Elevated packet loss detected
EVT-000048,SWT-EDM-016,2026-03-27 02:05:17,Network Switch,HighLatency,High,Investigating,Western,Edmonton,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000378,SWT-OTT-030,2026-03-27 08:42:36,Network Switch,PerformanceDegradation,Warning,Investigating,Eastern,Ottawa,Ontario,PERF-201,Network performance degradation detected
EVT-000407,WLS-QUE-037,2026-03-27 15:23:19,Wireless Infrastructure,PerformanceDegradation,Warning,Open,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000201,SWT-OTT-030,2026-03-27 18:36:35,Network Switch,ServiceInterruption,High,Open,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000080,SRV-FRE-028,2026-03-27 20:36:50,Service Infrastructure,HighLatency,High,Closed,Atlantic,Fredericton,New Brunswick,LAT-408,Network latency exceeded operational threshold
EVT-000262,RTR-HAL-011,2026-03-28 01:03:22,Router,ConnectivityLoss,High,Resolved,Atlantic,Halifax,Nova Scotia,NET-503,Device connectivity interrupted
EVT-000091,RTR-CAL-047,2026-03-28 14:06:28,Router,Maintenance,Informational,Closed,Western,Calgary,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000459,SWT-QUE-009,2026-03-29 02:20:04,Network Switch,PacketLoss,High,Closed,Eastern,Quebec City,Quebec,PKT-429,Elevated packet loss detected
EVT-000319,WLS-OTT-019,2026-03-29 02:38:03,Wireless Infrastructure,DeviceRecovery,Informational,Closed,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000147,SWT-CAL-036,2026-03-29 11:32:58,Network Switch,PacketLoss,Warning,Closed,Western,Calgary,Alberta,PKT-429,Elevated packet loss detected
EVT-000290,SRV-OTT-039,2026-03-29 11:35:23,Service Infrastructure,DeviceRecovery,Informational,Resolved,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000244,SWT-CAL-045,2026-03-29 16:23:54,Network Switch,PerformanceDegradation,Warning,Closed,Western,Calgary,Alberta,PERF-201,Network performance degradation detected
EVT-000221,AP-TOR-007,2026-03-30 02:07:59,Access Point,ConfigurationChange,Informational,Closed,Central,Toronto,Ontario,CFG-101,Network device configuration was changed
EVT-000215,AP-OTT-026,2026-03-30 07:27:23,Access Point,ConnectivityLoss,Critical,Open,Eastern,Ottawa,Ontario,NET-503,Device connectivity interrupted
EVT-000183,RTR-QUE-031,2026-03-30 10:03:34,Router,HighLatency,High,Closed,Eastern,Quebec City,Quebec,LAT-408,Network latency exceeded operational threshold
EVT-000453,SWT-OTT-004,2026-03-30 16:50:06,Network Switch,DeviceRecovery,Informational,Closed,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000202,WLS-TOR-023,2026-03-30 17:00:33,Wireless Infrastructure,ServiceInterruption,Critical,Resolved,Central,Toronto,Ontario,SVC-503,Network service interruption detected
EVT-000271,AP-VAN-048,2026-03-31 06:36:36,Access Point,ConnectivityLoss,Critical,Open,Western,Vancouver,British Columbia,NET-503,Device connectivity interrupted
EVT-000309,RTR-QUE-031,2026-03-31 15:35:04,Router,ConfigurationChange,Warning,Closed,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000282,RTR-QUE-049,2026-04-01 02:10:40,Router,PerformanceDegradation,Warning,Closed,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000382,SWT-CAL-036,2026-04-01 13:55:11,Network Switch,PerformanceDegradation,High,Investigating,Western,Calgary,Alberta,PERF-201,Network performance degradation detected
EVT-000026,SRV-FRE-028,2026-04-01 16:29:33,Service Infrastructure,HighLatency,High,Closed,Atlantic,Fredericton,New Brunswick,LAT-408,Network latency exceeded operational threshold
EVT-000157,RTR-EDM-020,2026-04-02 00:17:27,Router,ServiceInterruption,Critical,Open,Western,Edmonton,Alberta,SVC-503,Network service interruption detected
EVT-000189,GTW-FRE-010,2026-04-02 03:59:05,Network Gateway,PacketLoss,Warning,Open,Atlantic,Fredericton,New Brunswick,PKT-429,Elevated packet loss detected
EVT-000457,SWT-CAL-045,2026-04-02 16:00:40,Network Switch,PerformanceDegradation,Warning,Open,Western,Calgary,Alberta,PERF-201,Network performance degradation detected
EVT-000336,RTR-EDM-020,2026-04-02 22:12:10,Router,Maintenance,Informational,Closed,Western,Edmonton,Alberta,MNT-100,Scheduled network maintenance activity
EVT-000438,AP-VAN-043,2026-04-03 17:05:50,Access Point,PerformanceDegradation,Warning,Investigating,Western,Vancouver,British Columbia,PERF-201,Network performance degradation detected
EVT-000012,RTR-QUE-049,2026-04-05 21:04:03,Router,HardwareFailure,High,Resolved,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000125,SWT-OTT-030,2026-04-06 23:38:06,Network Switch,PacketLoss,High,Open,Eastern,Ottawa,Ontario,PKT-429,Elevated packet loss detected
EVT-000186,RTR-QUE-031,2026-04-07 04:23:55,Router,PacketLoss,High,Investigating,Eastern,Quebec City,Quebec,PKT-429,Elevated packet loss detected
EVT-000387,SWT-OTT-033,2026-04-07 13:54:48,Network Switch,DeviceRecovery,Informational,Closed,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000198,SWT-HAL-012,2026-04-07 15:17:50,Network Switch,PerformanceDegradation,High,Investigating,Atlantic,Halifax,Nova Scotia,PERF-201,Network performance degradation detected
EVT-000386,RTR-CAL-021,2026-04-07 18:05:08,Router,HighLatency,Warning,Investigating,Western,Calgary,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000176,RTR-OTT-008,2026-04-07 18:35:53,Router,DeviceRecovery,Informational,Resolved,Eastern,Ottawa,Ontario,REC-200,Network device recovered and returned to service
EVT-000158,SWT-CAL-045,2026-04-08 04:22:09,Network Switch,ServiceInterruption,Critical,Resolved,Western,Calgary,Alberta,SVC-503,Network service interruption detected
EVT-000211,SWT-QUE-009,2026-04-08 10:31:59,Network Switch,Maintenance,Informational,Closed,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000038,RTR-CAL-021,2026-04-08 15:27:09,Router,ConnectivityLoss,High,Closed,Western,Calgary,Alberta,NET-503,Device connectivity interrupted
EVT-000046,WLS-QUE-037,2026-04-09 05:35:36,Wireless Infrastructure,PerformanceDegradation,Warning,Investigating,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000285,RTR-EDM-020,2026-04-09 12:21:40,Router,ServiceInterruption,High,Resolved,Western,Edmonton,Alberta,SVC-503,Network service interruption detected
EVT-000236,SRV-HAL-005,2026-04-10 15:51:44,Service Infrastructure,DeviceRecovery,Informational,Closed,Atlantic,Halifax,Nova Scotia,REC-200,Network device recovered and returned to service
EVT-000022,SRV-HAL-005,2026-04-10 20:08:28,Service Infrastructure,ConnectivityLoss,Critical,Open,Atlantic,Halifax,Nova Scotia,NET-503,Device connectivity interrupted
EVT-000381,WLS-TOR-023,2026-04-10 23:58:52,Wireless Infrastructure,PacketLoss,Warning,Resolved,Central,Toronto,Ontario,PKT-429,Elevated packet loss detected
EVT-000324,WLS-OTT-032,2026-04-11 01:49:29,Wireless Infrastructure,Maintenance,Informational,Closed,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000398,SWT-QUE-003,2026-04-11 20:15:57,Network Switch,HardwareFailure,Critical,Closed,Eastern,Quebec City,Quebec,HW-500,Hardware component failure detected
EVT-000497,AP-CAL-035,2026-04-12 17:45:28,Access Point,DeviceRecovery,Informational,Resolved,Western,Calgary,Alberta,REC-200,Network device recovered and returned to service
EVT-000276,AP-TOR-007,2026-04-12 17:50:32,Access Point,ConfigurationChange,Warning,Closed,Central,Toronto,Ontario,CFG-101,Network device configuration was changed
EVT-000447,AP-VAN-043,2026-04-13 01:02:18,Access Point,ConfigurationChange,Informational,Open,Western,Vancouver,British Columbia,CFG-101,Network device configuration was changed
EVT-000327,AP-VAN-043,2026-04-13 03:36:52,Access Point,PerformanceDegradation,High,Open,Western,Vancouver,British Columbia,PERF-201,Network performance degradation detected
EVT-000016,RTR-QUE-031,2026-04-13 11:08:17,Router,Maintenance,Informational,Resolved,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000461,WLS-TOR-023,2026-04-13 16:35:05,Wireless Infrastructure,PerformanceDegradation,Warning,Closed,Central,Toronto,Ontario,PERF-201,Network performance degradation detected
EVT-000278,WLS-FRE-022,2026-04-14 00:47:51,Wireless Infrastructure,HardwareFailure,High,Open,Atlantic,Fredericton,New Brunswick,HW-500,Hardware component failure detected
EVT-000269,SRV-FRE-028,2026-04-14 10:00:49,Service Infrastructure,HardwareFailure,High,Closed,Atlantic,Fredericton,New Brunswick,HW-500,Hardware component failure detected
EVT-000117,SRV-HAL-044,2026-04-14 10:46:22,Service Infrastructure,PerformanceDegradation,Warning,Resolved,Atlantic,Halifax,Nova Scotia,PERF-201,Network performance degradation detected
EVT-000487,RTR-CAL-021,2026-04-14 14:59:23,Router,ServiceInterruption,Critical,Closed,Western,Calgary,Alberta,SVC-503,Network service interruption detected
EVT-000100,WLS-TOR-023,2026-04-15 12:17:22,Wireless Infrastructure,ServiceInterruption,Critical,Closed,Central,Toronto,Ontario,SVC-503,Network service interruption detected
EVT-000182,RTR-EDM-020,2026-04-15 13:58:02,Router,DeviceRecovery,Informational,Closed,Western,Edmonton,Alberta,REC-200,Network device recovered and returned to service
EVT-000023,SWT-EDM-016,2026-04-15 17:00:44,Network Switch,ServiceInterruption,Critical,Investigating,Western,Edmonton,Alberta,SVC-503,Network service interruption detected
EVT-000342,SRV-FRE-028,2026-04-16 22:05:41,Service Infrastructure,PerformanceDegradation,High,Investigating,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000174,GTW-QUE-041,2026-04-17 23:05:45,Network Gateway,ConfigurationChange,Informational,Resolved,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000178,RTR-QUE-031,2026-04-18 01:04:53,Router,DeviceRecovery,Informational,Closed,Eastern,Quebec City,Quebec,REC-200,Network device recovered and returned to service
EVT-000486,SRV-OTT-039,2026-04-18 04:52:33,Service Infrastructure,ConfigurationChange,Warning,Investigating,Eastern,Ottawa,Ontario,CFG-101,Network device configuration was changed
EVT-000393,SWT-OTT-004,2026-04-18 10:12:20,Network Switch,Maintenance,Informational,Resolved,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000127,WLS-VAN-017,2026-04-18 22:10:26,Wireless Infrastructure,HighLatency,High,Resolved,Western,Vancouver,British Columbia,LAT-408,Network latency exceeded operational threshold
EVT-000473,SWT-QUE-018,2026-04-18 22:27:06,Network Switch,ConnectivityLoss,High,Closed,Eastern,Quebec City,Quebec,NET-503,Device connectivity interrupted
EVT-000249,SRV-FRE-028,2026-04-19 00:52:32,Service Infrastructure,PerformanceDegradation,High,Investigating,Atlantic,Fredericton,New Brunswick,PERF-201,Network performance degradation detected
EVT-000478,SWT-OTT-004,2026-04-19 05:08:40,Network Switch,Maintenance,Informational,Resolved,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000350,SWT-EDM-016,2026-04-21 03:33:05,Network Switch,HighLatency,High,Closed,Western,Edmonton,Alberta,LAT-408,Network latency exceeded operational threshold
EVT-000148,WLS-FRE-029,2026-04-21 10:00:19,Wireless Infrastructure,ServiceInterruption,Critical,Resolved,Atlantic,Fredericton,New Brunswick,SVC-503,Network service interruption detected
EVT-000449,WLS-QUE-037,2026-04-22 04:58:59,Wireless Infrastructure,PerformanceDegradation,Warning,Investigating,Eastern,Quebec City,Quebec,PERF-201,Network performance degradation detected
EVT-000141,GTW-QUE-041,2026-04-22 11:19:59,Network Gateway,DeviceRecovery,Informational,Resolved,Eastern,Quebec City,Quebec,REC-200,Network device recovered and returned to service
EVT-000161,RTR-FRE-006,2026-04-22 21:30:20,Router,ConfigurationChange,Informational,Resolved,Atlantic,Fredericton,New Brunswick,CFG-101,Network device configuration was changed
EVT-000144,SRV-HAL-005,2026-04-23 01:06:48,Service Infrastructure,PacketLoss,High,Open,Atlantic,Halifax,Nova Scotia,PKT-429,Elevated packet loss detected
EVT-000470,SWT-OTT-033,2026-04-23 03:13:39,Network Switch,ServiceInterruption,High,Resolved,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000252,SRV-OTT-039,2026-04-23 05:17:43,Service Infrastructure,ServiceInterruption,Critical,Open,Eastern,Ottawa,Ontario,SVC-503,Network service interruption detected
EVT-000288,RTR-FRE-006,2026-04-23 16:31:51,Router,Maintenance,Informational,Resolved,Atlantic,Fredericton,New Brunswick,MNT-100,Scheduled network maintenance activity
EVT-000057,SRV-HAL-005,2026-04-24 02:41:28,Service Infrastructure,HardwareFailure,High,Resolved,Atlantic,Halifax,Nova Scotia,HW-500,Hardware component failure detected
EVT-000296,RTR-CAL-047,2026-04-24 03:45:46,Router,HardwareFailure,Critical,Open,Western,Calgary,Alberta,HW-500,Hardware component failure detected
EVT-000020,SRV-HAL-005,2026-04-25 06:19:46,Service Infrastructure,HighLatency,Warning,Investigating,Atlantic,Halifax,Nova Scotia,LAT-408,Network latency exceeded operational threshold
EVT-000104,SWT-QUE-009,2026-04-25 22:25:12,Network Switch,Maintenance,Informational,Resolved,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000242,SWT-QUE-018,2026-04-27 00:02:52,Network Switch,Maintenance,Informational,Resolved,Eastern,Quebec City,Quebec,MNT-100,Scheduled network maintenance activity
EVT-000467,SRV-HAL-005,2026-04-27 01:52:46,Service Infrastructure,PerformanceDegradation,Warning,Closed,Atlantic,Halifax,Nova Scotia,PERF-201,Network performance degradation detected
EVT-000159,AP-CAL-035,2026-04-27 03:03:10,Access Point,DeviceRecovery,Informational,Resolved,Western,Calgary,Alberta,REC-200,Network device recovered and returned to service
EVT-000344,AP-VAN-043,2026-04-28 00:25:13,Access Point,ServiceInterruption,Critical,Closed,Western,Vancouver,British Columbia,SVC-503,Network service interruption detected
EVT-000255,SWT-QUE-018,2026-04-29 06:07:19,Network Switch,ConfigurationChange,Warning,Open,Eastern,Quebec City,Quebec,CFG-101,Network device configuration was changed
EVT-000090,SWT-OTT-030,2026-04-29 23:10:00,Network Switch,Maintenance,Informational,Resolved,Eastern,Ottawa,Ontario,MNT-100,Scheduled network maintenance activity
EVT-000237,SRV-VAN-038,2026-04-30 10:36:20,Service Infrastructure,PerformanceDegradation,High,Investigating,Western,Vancouver,British Columbia,PERF-201,Network performance degradation detected
EVT-000400,GTW-MON-040,2026-04-30 17:06:01,Network Gateway,HighLatency,Warning,Closed,Eastern,Montreal,Quebec,LAT-408,Network latency exceeded operational threshold
EVT-000375,SWT-WIN-042,2026-05-01 00:35:38,Network Switch,ServiceInterruption,High,Closed,Central,Winnipeg,Manitoba,SVC-503,Network service interruption detected
